time,speaker,phase,content
17:39:04,G1P2,ideaGenerationTwo,"Or it happens, and it's, like, advertised… well, not really advertised, but announced for… to the undergrad, or that is to the grad students."
17:39:11,G1P1,ideaGenerationTwo,Mm-hmm.
17:39:12,G1P2,ideaGenerationTwo,"towards leaning more towards them, like, oh, interact with…"
17:39:15,G1P2,ideaGenerationTwo,"other people, it's like, but I want to interact with"
17:39:18,G1P2,ideaGenerationTwo,"grad students. Outside of class, though."
17:39:20,G1P1,ideaGenerationTwo,Yeah.
17:39:23,G1P1,ideaGenerationTwo,Um…
17:39:29,G1P2,ideaGenerationTwo,"On a fun plane. Like, fun stuff, not…"
17:39:32,G1P2,ideaGenerationTwo,group projects and stuff.
17:39:34,G1P2,ideaGenerationTwo,That's the only interaction I do outside of class with other grad students.
17:40:00,G1P2,ideaGenerationTwo,"This might not be Tarleton-related, but this might be Stephenville-related, but having something that we can do."
17:40:05,G1P2,ideaGenerationTwo,besides drink or go shopping.
17:40:08,G1P2,ideaGenerationTwo,consumable.
17:40:11,G1P2,ideaGenerationTwo,"like an arcade or something, something for everyone to go out and do."
17:40:16,G1P1,ideaGenerationTwo,And opportunities that don't cost.
17:40:19,G1P2,ideaGenerationTwo,"Oh, yeah."
17:40:19,G1P1,ideaGenerationTwo,Too much.
17:40:35,G1P1,ideaGenerationTwo,"I think on the app, they should also make it so, um…"
17:40:40,G1P1,ideaGenerationTwo,changes on campus.
17:40:43,G1P1,ideaGenerationTwo,aren't announced.
17:40:45,G1P2,ideaGenerationTwo,Mm-hmm.
17:40:46,G1P1,ideaGenerationTwo,explained.
17:40:49,G1P2,ideaGenerationTwo,Yeah.
17:41:06,Experimenter 0,break,"Okay, um, your time is up."
17:41:08,Experimenter 0,break,"Please stop generating ideas. Um, so we have completed the generation portion of the experiment."
17:41:16,Experimenter 0,break,"Um, and we're going to move into the idea selection, uh,"
17:41:20,Experimenter 0,break,"portion of the experiment. So, during this session, you will work together as a group to reach a consensus"
17:41:26,Experimenter 0,break,and select the top 5 best ideas from the total pool of ideas you generated.
17:41:32,Experimenter 0,break,"across, uh, across…"
17:41:36,Experimenter 0,break,"Uh, both sessions."
17:41:40,Experimenter 0,break,"Sorry, I made an issue or something."
17:41:45,Experimenter 0,break,"Uh, to improve your… to… to improve the university."
17:41:48,Experimenter 0,break,"Uh, by best ideas, I mean ideas that are both feasible and original."
17:41:52,Experimenter 0,break,"Uh, once you've agreed on your top 5, please rank them in order from 1 to 5, where 1 is your best idea, and 5"
17:41:59,Experimenter 0,break,is the fifth best idea.
17:42:09,Experimenter 0,break,Let me share my screen…
17:42:16,Experimenter 0,break,Okay.
17:42:21,Experimenter 0,break,"This is not great because it didn't have a setup ahead of time, but…"
17:42:25,Experimenter 0,break,"Uh, I'm going to provide you definitions, uh, for"
17:42:29,Experimenter 0,break,feasibility and originality.
17:42:32,Experimenter 0,break,"Um, to help you make your selection, please evaluate ideas based on these definitions."
17:42:37,Experimenter 0,break,"So, feasibility is defined as the extent to which an idea was relatively easy or feasible to adopt."
17:42:43,Experimenter 0,break,It may or may not be a good idea. The point is to capture the degree to which
17:42:47,Experimenter 0,break,the idea is one that could be
17:42:50,Experimenter 0,break,could actually be done without a lot of effort or cost.
17:42:54,Experimenter 0,break,"And then originality refers to the degree to which an idea is unique,"
17:43:00,Experimenter 0,break,or unlikely to be mentioned by others. It may or may not be a good idea. The point is to capture the degree to which the idea is one that few individuals would be likely to generate.
17:43:12,Experimenter 0,break,Still sharing my screen.
17:43:14,Experimenter 0,break,"Okay. And so, once you are ready with your top 5 ideas, please type your final ranked list of 5 ideas into the Zoom chat,"
17:43:21,Experimenter 0,break,"Once you have decided. Uh, you will have 10 minutes to complete this task."
17:43:25,Experimenter 0,break,"take the time to review the ideas based on the criteria given, find your top ideas on group consensus."
17:43:33,Experimenter 0,break,"And, yes."
17:43:34,G1P1,break,"Uh, do we…"
17:43:37,G1P1,break,"Is this from memory, what we said?"
17:43:40,Experimenter 0,break,"So, it is not entirely for memory. I will be providing you the transcript for, uh, all of the ideas."
17:43:44,G1P1,break,Okay.
17:43:46,Experimenter 0,break,generate data.
17:43:47,G1P1,break,Great.
17:43:48,Experimenter 0,break,Yes.
17:43:50,G1P1,break,"And then, so we…"
17:43:52,G1P1,break,"do we talk about what we think is more feasible, more original, and then choose the top 5?"
17:44:00,Experimenter 0,break,"Uh, so yes, using that criteria, decide what ideas that you think are the best, and rank order them 1 to 5, 1 being your best idea, and 5 being your 5th best idea."
17:44:02,G1P1,break,Okay.
17:44:12,G1P1,break,Gotcha.
17:44:16,Experimenter 0,break,Okay. And…
17:44:27,Experimenter 0,break,"Kingdom of one, I think…"
17:44:42,Experimenter 0,break,Okay.
17:44:44,Experimenter 0,break,"And now I have saved the transcript, so you have access to those other ideas."
17:44:48,Experimenter 0,break,"Again, you might have 10 minutes to do this."
17:44:52,Experimenter 0,ideaSelection,"Um, and your time starts now."
17:44:58,G1P1,ideaSelection,Okay…
17:45:04,G1P1,ideaSelection,Um…
17:45:10,G1P2,ideaSelection,"I think out of everything we talked about, the most exciting we got"
17:45:14,G1P2,ideaSelection,was about the app.
17:45:17,G1P1,ideaSelection,Yes. Um…
17:45:22,G1P1,ideaSelection,Is this about all of our ideas?
17:45:26,G1P2,ideaSelection,I think we're supposed to pick the…
17:45:29,G1P2,ideaSelection,top 5?
17:45:30,Experimenter 0,ideaSelection,"Yeah, so you can look at all of your ideas, but yes, you're gonna pick your top 5."
17:45:31,G1P2,ideaSelection,And I report those.
17:45:36,G1P1,ideaSelection,"Oh, everything."
17:45:37,G1P1,ideaSelection,Cool. Um…
17:45:40,G1P1,ideaSelection,I…
17:45:42,G1P1,ideaSelection,Agree. I think our…
17:45:46,G1P1,ideaSelection,I think the one…
17:45:49,G1P1,ideaSelection,That…
17:45:51,G1P1,ideaSelection,I'm just not sure how…
17:45:54,G1P1,ideaSelection,"original, it technically is, because…"
17:45:56,G1P1,ideaSelection,it's…
17:45:57,G1P2,ideaSelection,"Well, we don't have it yet."
17:46:00,G1P1,ideaSelection,We have… we have an app.
17:46:05,G1P1,ideaSelection,And it's updated.
17:46:09,G1P1,ideaSelection,"Um, so…"
17:46:10,G1P1,ideaSelection,I think it's pretty feasible.
17:46:14,G1P1,ideaSelection,Because…
17:46:14,G1P2,ideaSelection,"This original, yeah."
17:46:18,G1P1,ideaSelection,"Um, I think some of the aspects can be, like, our original for the app."
17:46:19,G1P2,ideaSelection,Because I don't…
17:46:24,G1P2,ideaSelection,"like, the parking, but the only problem is, is that feasible?"
17:46:25,G1P1,ideaSelection,Um…
17:46:30,G1P1,ideaSelection,"I think, to an extent it is."
17:46:34,G1P1,ideaSelection,like…
17:46:37,G1P1,ideaSelection,"I mean, I can, like…"
17:46:39,G1P1,ideaSelection,I think it can be feasible.
17:46:42,G1P1,ideaSelection,"I can think of, like, different parking types places, situations, the way it works."
17:46:49,G1P1,ideaSelection,Um…
17:46:51,G1P1,ideaSelection,"And, like, for timing, uh, like,"
17:46:55,G1P1,ideaSelection,food places or something.
17:46:59,G1P1,ideaSelection,waiting line estimates are a thing.
17:47:04,G1P1,ideaSelection,"So, it's like, I think it could be pretty feasible."
17:47:11,G1P1,ideaSelection,Um…
17:47:14,G1P2,ideaSelection,"But would that be on the top 5, and what number would it be?"
17:47:17,G1P2,ideaSelection,Do you think?
17:47:19,G1P1,ideaSelection,I think… I think the app as a whole would be top 5.
17:47:20,G1P2,ideaSelection,Because…
17:47:24,G1P1,ideaSelection,I'm not sure if they're the different aspects are…
17:47:29,G1P1,ideaSelection,"like, considered different."
17:47:34,G1P1,ideaSelection,Um…
17:47:37,G1P1,ideaSelection,But I'm in concerning the AI…
17:47:40,G1P1,ideaSelection,recommendation. It…
17:47:44,G1P1,ideaSelection,says it as a…
17:47:45,G1P2,ideaSelection,Because I honestly…
17:47:47,G1P1,ideaSelection,Um…
17:47:53,G1P1,ideaSelection,It says that as its own thing. Um…
17:47:59,G1P1,ideaSelection,Um…
17:48:11,G1P1,ideaSelection,I think transportation…
17:48:15,G1P1,ideaSelection,"As always, a great recommendation."
17:48:20,G1P1,ideaSelection,to upgrade anything.
17:48:23,G1P1,ideaSelection,Um…
17:48:25,G1P1,ideaSelection,So…
17:48:28,G1P1,ideaSelection,It's not really original.
17:48:35,G1P2,ideaSelection,But having it only for the students.
17:48:39,G1P1,ideaSelection,Yeah.
17:48:40,G1P2,ideaSelection,to go to and from places like Walmart or the…
17:48:44,G1P2,ideaSelection,"other restaurants and stuff, where you could, like, hire…"
17:48:45,G1P1,ideaSelection,"But there can also be just, like, across campus, just like…"
17:48:52,G1P1,ideaSelection,"I don't know, like…"
17:49:05,G1P1,ideaSelection,"Oh, I really like the, uh…"
17:49:08,G1P1,ideaSelection,challenge program.
17:49:10,G1P1,ideaSelection,to earn rewards.
17:49:12,G1P2,ideaSelection,Mm-hmm.
17:49:14,G1P1,ideaSelection,Um…
17:49:20,G1P1,ideaSelection,I think… I think it was pretty original on the AI's part.
17:49:25,G1P1,ideaSelection,it's not something I…
17:49:28,G1P1,ideaSelection,would have thought of?
17:49:31,G1P1,ideaSelection,Um…
17:49:33,G1P1,ideaSelection,And I think it's beneficial in a lot of ways.
17:49:36,G1P1,ideaSelection,I think it's feasible.
17:49:40,G1P2,ideaSelection,Yeah.
17:49:43,G1P2,ideaSelection,"Sorry, I'm typing, because I forgot we were supposed to type this in the chat."
17:49:45,G1P1,ideaSelection,Not… on.
17:49:48,G1P1,ideaSelection,"Oh, no, you're good."
17:49:55,G1P2,ideaSelection,"Whoopsies! Alright, post that one."
17:49:58,G1P1,ideaSelection,"Uh, if you…"
17:49:59,G1P2,ideaSelection,Does that sound… look good?
17:50:05,G1P1,ideaSelection,Yes. Um…
17:50:06,G1P2,ideaSelection,I did not mean to send it out yet. I've got Inter sends it.
17:50:11,G1P1,ideaSelection,"By the way, if you click the T…"
17:50:15,G1P1,ideaSelection,"And underneath that, the bottom of the chat, like,"
17:50:19,G1P1,ideaSelection,"text thing as format, and it changes the format, so then you can do it as, like, a list."
17:50:26,G1P1,ideaSelection,I just learned that.
17:50:28,G1P2,ideaSelection,Do format as in one?
17:50:30,G1P2,ideaSelection,The T? I'm looking for.
17:50:31,G1P1,ideaSelection,Yeah.
17:50:33,G1P1,ideaSelection,at the bottom of the chat thing.
17:50:36,G1P1,ideaSelection,Where you type the…
17:50:39,G1P1,ideaSelection,texts that it's for me.
17:50:40,G1P2,ideaSelection,"Um, okay…"
17:50:41,G1P1,ideaSelection,It's right next to emoji.
17:50:47,G1P2,ideaSelection,I'm just gonna delete this one and have it all on the same thing.
17:50:54,G1P1,ideaSelection,Okay.
17:50:56,G1P1,ideaSelection,"So, I don't know if the app"
17:50:59,G1P1,ideaSelection,should… it is…
17:51:01,G1P1,ideaSelection,"all-encompassing, because a lot of the…"
17:51:04,G1P1,ideaSelection,"like, ideas can be…"
17:51:07,G1P1,ideaSelection,put…
17:51:11,G1P1,ideaSelection,with the app.
17:51:14,G1P2,ideaSelection,Mm-hmm.
17:51:14,G1P1,ideaSelection,like…
17:51:25,G1P2,ideaSelection,Are you reading the notes that we talked about?
17:51:28,G1P1,ideaSelection,"Yeah, I'm somewhat going through that."
17:51:31,G1P2,ideaSelection,Okay.
17:51:32,G1P1,ideaSelection,like…
17:51:35,G1P2,ideaSelection,"If we're doing, like…"
17:51:39,G1P2,ideaSelection,"I think doing some sort of, like, market for the student, student market would be"
17:51:46,G1P1,ideaSelection,Yes.
17:51:48,G1P2,ideaSelection,A good idea. But…
17:51:49,G1P2,ideaSelection,"Do you think they'll be the top 5, though?"
17:51:52,G1P2,ideaSelection,This feasible?
17:51:58,G1P1,ideaSelection,I… I think it should be.
17:52:02,G1P1,ideaSelection,Because I think it encompasses a lot of the things that…
17:52:08,G1P2,ideaSelection,Hmm.
17:52:09,G1P1,ideaSelection,"are… like, it encompasses, like,"
17:52:11,G1P1,ideaSelection,"It's an activity type thing, where, like,"
17:52:14,G1P1,ideaSelection,"People are gonna get together, it can be, like…"
17:52:18,G1P1,ideaSelection,"you can, like, hang out with people."
17:52:21,G1P2,ideaSelection,Mm-hmm.
17:52:22,G1P1,ideaSelection,Um…
17:52:24,G1P1,ideaSelection,"you… like, it…"
17:52:27,G1P1,ideaSelection,"you're able, you know, just…"
17:52:30,G1P1,ideaSelection,"do a yard sale, just…"
17:52:33,G1P1,ideaSelection,in a different sort of way.
17:52:36,G1P2,ideaSelection,Yeah.
17:52:36,G1P1,ideaSelection,"Uh, so it's a very helpful…"
17:52:40,G1P1,ideaSelection,Um…
17:52:42,G1P1,ideaSelection,"But in the, like…"
17:52:44,G1P1,ideaSelection,"then you can also have, like,"
17:52:46,G1P1,ideaSelection,"Some entertainment with it, since it's, like,"
17:52:50,G1P2,ideaSelection,Mm-hmm.
17:52:51,G1P1,ideaSelection,a market.
17:52:52,G1P1,ideaSelection,"So I think it includes a lot of the other, like…"
17:52:57,G1P1,ideaSelection,aspects that…
17:53:00,G1P1,ideaSelection,we mentioned.
17:53:01,Experimenter 0,ideaSelection,"Hello, I just wanted to give you all a heads up. You have 2 minutes left."
17:53:02,G1P2,ideaSelection,Yeah.
17:53:05,G1P1,ideaSelection,Okay.
17:53:05,Experimenter 0,ideaSelection,"Uh, remember, you do have to type them into the Zoom chat, Marine Corps, number one being best idea."
17:53:05,G1P2,ideaSelection,Dude!
17:53:09,G1P1,ideaSelection,Okay.
17:53:11,Experimenter 0,ideaSelection,"5 being fitness, I mean, just a heads up."
17:53:14,G1P2,ideaSelection,"Okay. So, what number do you want to put that one on?"
17:53:19,G1P1,ideaSelection,Uh…
17:53:21,G1P2,ideaSelection,"So far, I only have one, the app. Two?"
17:53:23,G1P1,ideaSelection,two… two… three…
17:53:24,G1P1,ideaSelection,Two or three. I'd say the sustain… the challenge program…
17:53:25,G1P2,ideaSelection,3? Out front!
17:53:30,G1P1,ideaSelection,should be…
17:53:32,G1P2,ideaSelection,Two? Okay.
17:53:33,G1P1,ideaSelection,two or three. Um…
17:53:34,G1P2,ideaSelection,I'll put the same mark as 3.
17:53:38,G1P1,ideaSelection,Um…
17:53:48,G1P2,ideaSelection,"Um, and then you said 2 was what again? Sorry, go ahead."
17:53:49,G1P1,ideaSelection,Better…
17:53:52,G1P1,ideaSelection,"Uh, printing, um…"
17:53:55,G1P2,ideaSelection,"Number two, what you said?"
17:53:55,G1P1,ideaSelection,"like,"
17:53:56,G1P1,ideaSelection,"Oh, uh, the challenge program?"
17:54:02,G1P1,ideaSelection,"Uh, where you can earn rewards."
17:54:05,G1P1,ideaSelection,"I'd say whichever one the market isn't,"
17:54:10,G1P1,ideaSelection,"So, whichever one you decide. I think the…"
17:54:15,G1P1,ideaSelection,"like, non-standard printing."
17:54:19,G1P1,ideaSelection,is… I think Gets feasible for a university campus.
17:54:23,G1P2,ideaSelection,"I think we already have some area, but I just don't know how…"
17:54:28,G1P2,ideaSelection,"how much it is, how big it is."
17:54:33,G1P2,ideaSelection,"So I think you do print, uh, print posters."
17:54:37,G1P1,ideaSelection,then I think…
17:54:37,G1P2,ideaSelection,"So we could do, for 3D printing, though,"
17:54:41,G1P1,ideaSelection,Pretty… but also laminated.
17:54:43,G1P1,ideaSelection,"for, like, regular size."
17:54:47,G1P1,ideaSelection,"like, just non-standard. So, like, we have one, but, like…"
17:54:54,G1P2,ideaSelection,"Yeah, I'm putting on Saturday printing."
17:54:54,G1P1,ideaSelection,If there's other.
17:54:57,G1P1,ideaSelection,"Um, uh…"
17:54:57,G1P2,ideaSelection,Does that work now? And then we have one more.
17:54:59,G1P1,ideaSelection,Yeah.
17:54:59,Experimenter 0,ideaSelection,"Okay. Uh, time is up. It sounds like y'all are still trying to get them together."
17:55:04,Experimenter 0,ideaSelection,"Um, do you have?"
17:55:05,G1P2,ideaSelection,We only have one more that we needed to do.
17:55:11,Experimenter 0,ideaSelection,Okay.
17:55:13,Experimenter 0,ideaSelection,go ahead and add that to the…
17:55:14,G1P1,ideaSelection,I forgot that this part was timed.
17:55:16,Experimenter 0,ideaSelection,"Yeah, and that's okay. We've run into it in the past."
17:55:21,Experimenter 0,ideaSelection,"Uh, go ahead and just put a fifth one."
17:55:23,Experimenter 0,ideaSelection,"Just pick, doesn't matter."
17:55:24,G1P2,ideaSelection,Okay.
17:55:25,G1P1,ideaSelection,"Uh, can, um, the networking?"
17:55:30,G1P2,ideaSelection,Okay.
17:55:30,G1P1,ideaSelection,uh… between students…
17:55:47,G1P2,ideaSelection,High school alumni?
17:55:50,G1P1,ideaSelection,"Uh, Ail-U-M-N-I."
17:55:53,G1P2,ideaSelection,"Okay, I think there's only one I."
17:55:57,G1P2,ideaSelection,There.
17:56:05,Experimenter 0,ideaSelection,"Okay, so now we've got that. Perfect."
17:56:11,Experimenter 0,ideaSelection,"Um, let's see… So, we are now moving into the final section of the experiment."
17:56:17,Experimenter 0,ideaSelection,"Uh, in this section, we will use an AI tool to select the top 5 ideas from the ideas you've generated."
17:56:22,Experimenter 0,ideaSelection,earlier. Um…
17:56:22,G1P1,ideaSelection,"Oh, fun!"
17:56:25,Experimenter 0,ideaSelection,"So, I've already uploaded the transcript file."
17:56:28,Experimenter 0,ideaSelection,Um…
17:56:29,Experimenter 0,ideaSelection,This contains the transcript for the ideas that you generated during the brainstorming session.
17:56:35,Experimenter 0,ideaSelection,Participant 2 will go ahead and have you help me out again.
17:56:39,Experimenter 0,ideaSelection,"Uh, if you can go ahead and share your screen, like before."
17:56:43,G1P2,ideaSelection,Okay.
17:56:45,G1P1,ideaSelection,"You can say no, but while you're doing this, can I go open my door?"
17:56:51,G1P1,ideaSelection,To let…
17:56:52,Experimenter 0,ideaSelection,"Go ahead, yeah. Yeah."
17:56:53,G1P1,ideaSelection,"Okay, I'm gonna… I can hear…"
17:56:58,Experimenter 0,ideaSelection,Okay. So…
17:57:00,Experimenter 0,ideaSelection,"Now,"
17:57:04,Experimenter 0,ideaSelection,"Um,"
17:57:07,Experimenter 0,ideaSelection,"Let's see… please, uh, copy and paste the transcript file."
17:57:13,Experimenter 0,ideaSelection,"Uh, from the Zoom chat."
17:57:15,Experimenter 0,ideaSelection,"And go ahead and paste it, or, uh, insert it into the, uh…"
17:57:16,G1P2,ideaSelection,Okay.
17:57:24,Experimenter 0,ideaSelection,"into the… I have lost words… uh, into the chatbot. Yes, and to ask anything, yes, thank you."
17:57:27,G1P2,ideaSelection,And do the Ask Anything?
17:57:32,G1P2,ideaSelection,"Uh, give me just a moment."
17:57:33,G1P2,ideaSelection,"I didn't download it yet, so we just moments, sorry."
17:57:36,Experimenter 0,ideaSelection,"No worries, you're okay."
17:57:39,G1P1,ideaSelection,"Also, thank you."
17:57:40,Experimenter 0,ideaSelection,"Yeah, of course."
17:57:42,G1P1,ideaSelection,It would have been better than…
17:57:45,G1P1,ideaSelection,for winding the entire rest of the time.
17:57:47,Experimenter 0,ideaSelection,Of course.
17:57:53,G1P1,ideaSelection,"So is this part mostly just to see what it says, or is there talking?"
17:58:04,Experimenter 0,ideaSelection,"Unfortunately, we can't discuss that."
17:58:07,G1P1,ideaSelection,"Oh, okay."
17:58:07,Experimenter 0,ideaSelection,No worries.
17:58:25,Experimenter 0,ideaSelection,"Oh, and I completely forgot."
17:58:27,Experimenter 0,ideaSelection,"This is my bad. I completely forgot, also, the prompt for that."
17:58:32,Experimenter 0,ideaSelection,"to go in with that, give me one second."
17:58:50,G1P2,ideaSelection,"Now, we start a new chat."
17:58:53,Experimenter 0,ideaSelection,"Uh, no, this should be…"
17:58:57,Experimenter 0,ideaSelection,"Yeah, you know what? Go ahead and start a new chat."
17:59:00,Experimenter 0,ideaSelection,Just copy and paste that same link.
17:59:00,G1P2,ideaSelection,Okay.
17:59:01,Experimenter 0,ideaSelection,"Yeah, perfect. Um…"
17:59:02,G1P2,ideaSelection,Mm-hmm.
17:59:11,G1P2,ideaSelection,And then the prompt?
17:59:13,Experimenter 0,ideaSelection,"Yes, um, give me one second."
17:59:16,G1P2,ideaSelection,If I attach it with this before I push send?
17:59:18,Experimenter 0,ideaSelection,Yes. Give me one second…
17:59:19,G1P2,ideaSelection,Okay.
17:59:22,Experimenter 0,ideaSelection,I have to go
18:00:31,Experimenter 0,ideaSelection,"Okay, and then here is…"
18:00:34,Experimenter 0,ideaSelection,the prompt.
18:00:50,Experimenter 0,ideaSelection,to include that.
18:00:50,G1P2,ideaSelection,See?
18:00:54,G1P2,ideaSelection,work for me.
18:00:58,G1P2,ideaSelection,There we go.
18:01:00,G1P2,ideaSelection,"Naomi, at the beginning or the end of the, um, transcript?"
18:01:04,Experimenter 0,ideaSelection,"Um, at the end."
18:01:16,G1P2,ideaSelection,"Being technology, not friends. I should probably already have already told you that."
18:01:17,Experimenter 0,ideaSelection,"That's okay. And so, instead of… and here, we can also do this, this might be easier. Go ahead and press, uh, go ahead and close this window."
18:01:23,G1P2,ideaSelection,"Go ahead and press, uh…"
18:01:26,G1P2,ideaSelection,Which one?
18:01:27,Experimenter 0,ideaSelection,"Actually, uh, the downloads one."
18:01:33,G1P2,ideaSelection,"What one? Oh, I have it up, because I erased it by accident."
18:01:33,Experimenter 0,ideaSelection,"Uh, the… the…"
18:01:37,Experimenter 0,ideaSelection,"Oh yeah, no, you're… you're okay. Um, I think it would be easier if you just, um, like,"
18:01:37,G1P2,ideaSelection,I have to redo the transcript.
18:01:44,Experimenter 0,ideaSelection,"If you added the file, instead of copying and pasting all the contents."
18:01:51,Experimenter 0,ideaSelection,"Uh, so if you go ahead and close the… this part, too, if you press the little plus sign in the bottom left-hand corner…"
18:01:55,G1P1,ideaSelection,I think if you…
18:01:57,G1P1,ideaSelection,Yeah.
18:02:02,Experimenter 0,ideaSelection,"And then it should be, like…"
18:02:03,G1P2,ideaSelection,Final 10 corner?
18:02:04,Experimenter 0,ideaSelection,"the, uh, the bottom left-hand corner."
18:02:04,G1P1,ideaSelection,"Yeah, of the chat bar."
18:02:06,Experimenter 0,ideaSelection,"Yes. Uh, and then go ahead, um…"
18:02:11,Experimenter 0,ideaSelection,with that text that you adjust.
18:02:12,Experimenter 0,ideaSelection,down a little bit.
18:02:14,G1P1,ideaSelection,On the other side of the…
18:02:18,G1P1,ideaSelection,"arrow, where it's, like, submit."
18:02:21,Experimenter 0,ideaSelection,"Yeah, that one, right there."
18:02:27,G1P2,ideaSelection,I have it in there now.
18:02:29,Experimenter 0,ideaSelection,"Oh,"
18:02:30,G1P1,ideaSelection,"Oh, okay."
18:02:31,G1P2,ideaSelection,"Uh, please."
18:02:31,Experimenter 0,ideaSelection,"Okay, yeah, go ahead and send, and let's see what happens."
18:02:44,Experimenter 0,ideaSelection,"Okay, and then if you could… and then if you could go ahead and copy…"
18:02:47,Experimenter 0,ideaSelection,and paste its response into the Zoom chat.
18:02:51,G1P2,ideaSelection,Okay.
18:03:04,Experimenter 0,ideaSelection,And just the idea. Perfect.
18:03:05,G1P2,ideaSelection,Why don't you?
18:03:08,G1P2,ideaSelection,"Me, work for me."
18:03:13,G1P2,ideaSelection,"I'm gonna let you know this, one thing that will…"
18:03:16,G1P2,ideaSelection,"About me, computers hate me."
18:03:20,Experimenter 0,ideaSelection,"No worries. I figured there were gonna be issues, and that is okay."
18:03:26,G1P2,ideaSelection,So we're just gonna do bits by bits of this. Give me another minute.
18:03:34,Experimenter 0,ideaSelection,"Uh, and really what I need is just the 1 to 5. I don't need anything else from it."
18:03:38,G1P2,ideaSelection,Mm-hmm.
18:03:39,G1P2,ideaSelection,Mm-hmm. Yeah. It won't let me scroll and copy.
18:03:45,Experimenter 0,ideaSelection,Okay.
18:03:48,G1P2,ideaSelection,how to do that.
18:03:52,G1P2,ideaSelection,There. Just post it now.
18:03:55,Experimenter 0,ideaSelection,"Perfect, alright."
18:03:59,G1P2,ideaSelection,the shops are sharing screen now.
18:04:01,Experimenter 0,ideaSelection,"Yes, you can go ahead and stop sharing your screen."
18:04:05,G1P2,ideaSelection,"Okay, cool."
18:04:05,Experimenter 0,ideaSelection,"Okay, so now…"
18:04:24,G1P2,ideaSelection,Hey! Pretty good!
18:04:27,G1P1,ideaSelection,I'm trying not to… I'm not trying not to talk.
18:04:27,Experimenter 0,ideaSelection,Okay.
18:04:30,Experimenter 0,ideaSelection,"So now we've got that. Okay, so I appreciate that, thank you. Sorry for, you know, the technical difficulties."
18:04:37,Experimenter 0,ideaSelection,"Um, this concludes the experimental tasks."
18:04:40,Experimenter 0,ideaSelection,"Uh, I am now sending a link"
18:04:42,Experimenter 0,ideaSelection,to a brief post-ask questionnaire in the chat.
18:04:49,Experimenter 0,ideaSelection,"Uh, and this will be the same, uh,"
18:04:52,Experimenter 0,ideaSelection,You will complete them the same as you had done before.
18:04:54,Experimenter 0,ideaSelection,give me one second to get…
18:05:01,G1P1,ideaSelection,"Wait, so can we not talk about…"
18:05:04,G1P2,ideaSelection,Okay. What?
18:05:05,G1P1,ideaSelection,what AI thought.
18:05:09,Experimenter 0,ideaSelection,"not for… not for this experiment, no."
18:05:12,G1P1,ideaSelection,Okay.
18:05:13,G1P2,ideaSelection,Hmm.
18:05:30,Experimenter 0,ideaSelection,"I'm sorry about that, had to go around."
18:05:35,Experimenter 0,ideaSelection,"Okay, and so this is the post-task questionnaire. Uh, once you finish the questionnaire, please type finished in the chat, uh, after everyone is finished, I will provide a brief debriefing regarding the purpose of the study."
18:05:46,Experimenter 0,ideaSelection,"Uh, and then you'll be free to go. Uh, tonight, you cannot receive course credit for your participation in the study if you do not complete the post-task questionnaire."
18:08:13,G1P2,ideaSelection,I have a question. What group are we? The AI examples?
18:08:19,Experimenter 0,ideaSelection,"Uh, yes, so you are the AI example group."
18:08:23,G1P2,ideaSelection,Okay.
18:13:16,G1P2,ideaSelection,Hmm.
18:16:32,Experimenter 0,ideaSelection,"Okay, perfect. Um, so…"
18:16:37,Experimenter 0,ideaSelection,"Um… oh my gosh, okay."
18:16:38,Experimenter 0,ideaSelection,"So, what was the experiment about? So, the experiment we were interested in looking at"
18:16:44,Experimenter 0,ideaSelection,"Um, how…"
18:16:45,Experimenter 0,ideaSelection,"AI-generated ideas, um…"
18:16:49,Experimenter 0,ideaSelection,"influenced, uh, your brainstorming as you did it. So what we did was the first part, we kind of captured, okay,"
18:16:56,Experimenter 0,ideaSelection,"How do they get… how do they do just as a baseline, and then…"
18:17:00,Experimenter 0,ideaSelection,"um, kind of induce a little bit of fatigue."
18:17:03,Experimenter 0,ideaSelection,"And then just to see, okay,"
18:17:05,Experimenter 0,ideaSelection,"now that they have examples,"
18:17:08,Experimenter 0,ideaSelection,what are the qualities of… or…
18:17:10,Experimenter 0,ideaSelection,"how are the quality of the ideas that they generated? And so, that's what we were really looking at for this study. And then, uh, we have an interesting fatigue in our labs, so that's why you saw the fatigue questionnaire kind of at the end."
18:17:20,Experimenter 0,ideaSelection,"was to get an idea of, uh, your fatigue, specifically related to Zoom."
18:17:24,Experimenter 0,ideaSelection,"Uh, and then, of course, anything as far as related to the brainstorming."
18:17:28,Experimenter 0,ideaSelection,"Uh, as far as the brainstorming part."
18:17:33,Experimenter 0,ideaSelection,"Uh, as a note, I mentioned both of you want extra credit for the class, yes?"
18:17:37,Experimenter 0,ideaSelection,"Okay, so what I'm going to do is, with your permission, I'm going to take a photo of the screen that'll be shared with Dr. Baruis, that way you can get your credit."
18:17:44,Experimenter 0,ideaSelection,"Um, and then, uh, that'll be how you get your extra credit. So, cool with you guys?"
18:17:50,G1P2,ideaSelection,Mm-hmm.
18:17:50,Experimenter 0,ideaSelection,"Perfect, so let me go ahead and grab that."
18:17:54,Experimenter 0,ideaSelection,"And I'll let you know when I take the photo, so you can…"
18:17:58,Experimenter 0,ideaSelection,"smile, whatever, at that."
